task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__ebolaallprotective,task_runinfo__ebolaanyprotective,task_runinfo__ebolacleaning,task_runinfo__ebolapeople,task_runinfo__img,task_runinfo__isMigrated,task_runinfo__son_app_id,task_runinfo__task_id
None,2015-05-20T09:32:36.009026,2015-05-20T09:32:36.009045,1876,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg"", ""ebolapeople"": ""Yes""}",27,551,None,None,110.34.7.28,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg,,,
None,2015-05-20T09:33:11.817958,2015-05-20T09:33:11.817992,1878,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""NotClear"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg"", ""ebolapeople"": ""Yes""}",27,552,None,None,110.34.7.28,NotClear,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg,,,
None,2015-05-20T15:53:29.667159,2015-05-20T15:53:29.667192,1909,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,None,80.79.208.21,Yes,Yes,No,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-05-20T15:53:40.827726,2015-05-20T15:53:40.827746,1910,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""ebolapeople"": ""Yes""}",27,549,None,None,80.79.208.21,None,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,,,
None,2015-05-20T15:53:56.782845,2015-05-20T15:53:56.782880,1911,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg"", ""ebolapeople"": ""Yes""}",27,550,None,None,80.79.208.21,No,Yes,No,Yes,https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg,,,
None,2015-05-24T13:08:05.997422,2015-05-24T13:08:05.997455,1991,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""NotClear"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,214,None,NotClear,Yes,No,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-05-28T14:57:46.125737,2015-05-28T14:57:46.125756,1998,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,None,124.168.223.27,Yes,Yes,Yes,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-05-28T14:58:00.906303,2015-05-28T14:58:00.906336,1999,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""ebolapeople"": ""Yes""}",27,549,None,None,124.168.223.27,None,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,,,
None,2015-05-28T14:58:21.707941,2015-05-28T14:58:21.707959,2000,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg"", ""ebolapeople"": ""Yes""}",27,550,None,None,124.168.223.27,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg,,,
None,2015-05-28T14:59:31.337556,2015-05-28T14:59:31.337588,2001,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg"", ""ebolapeople"": ""Yes""}",27,551,None,None,124.168.223.27,Yes,Yes,Yes,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg,,,
None,2015-05-28T14:59:42.927142,2015-05-28T14:59:42.927160,2002,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg"", ""ebolapeople"": ""Yes""}",27,552,None,None,124.168.223.27,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg,,,
None,2015-05-28T15:00:00.487555,2015-05-28T15:00:00.487588,2003,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974"", ""ebolapeople"": ""Yes""}",27,553,None,None,124.168.223.27,No,Yes,No,Yes,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974,,,
None,2015-05-28T15:00:31.403680,2015-05-28T15:00:31.403698,2004,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg"", ""ebolapeople"": ""Yes""}",27,554,None,None,124.168.223.27,None,No,No,Yes,https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg,,,
None,2015-05-28T15:00:46.550955,2015-05-28T15:00:46.550986,2005,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2940/14772318382_3db8c2f134_b.jpg"", ""ebolapeople"": ""Yes""}",27,555,None,None,124.168.223.27,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2940/14772318382_3db8c2f134_b.jpg,,,
None,2015-05-28T20:21:59.731425,2015-05-28T20:21:59.731444,2006,"{""ebolacleaning"": ""NotClear"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,211,None,Yes,Yes,NotClear,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-06-03T14:51:36.378400,2015-06-03T14:51:36.378435,2097,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,224,None,Yes,Yes,Yes,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-06-03T14:51:51.427585,2015-06-03T14:51:51.427617,2098,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""ebolapeople"": ""Yes""}",27,549,None,224,None,None,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,,,
None,2015-06-03T14:52:14.674421,2015-06-03T14:52:14.674452,2099,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg"", ""ebolapeople"": ""Yes""}",27,550,None,224,None,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg,,,
None,2015-06-03T14:52:41.287178,2015-06-03T14:52:41.287212,2100,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg"", ""ebolapeople"": ""Yes""}",27,551,None,224,None,No,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg,,,
None,2015-06-03T14:53:03.016135,2015-06-03T14:53:03.016172,2101,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg"", ""ebolapeople"": ""Yes""}",27,552,None,224,None,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg,,,
None,2015-06-03T14:53:20.155153,2015-06-03T14:53:20.155186,2102,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974"", ""ebolapeople"": ""Yes""}",27,553,None,224,None,No,Yes,No,Yes,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974,,,
None,2015-06-03T14:53:42.553851,2015-06-03T14:53:42.553884,2103,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg"", ""ebolapeople"": ""Yes""}",27,554,None,224,None,No,Yes,No,Yes,https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg,,,
None,2015-06-03T15:00:48.475256,2015-06-03T15:00:48.475290,2104,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""NotClear"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,226,None,NotClear,Yes,Yes,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-06-03T15:01:02.052455,2015-06-03T15:01:02.052474,2105,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""ebolapeople"": ""Yes""}",27,549,None,226,None,None,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,,,
None,2015-06-03T15:01:31.880859,2015-06-03T15:01:31.880893,2106,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg"", ""ebolapeople"": ""Yes""}",27,550,None,226,None,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg,,,
None,2015-06-03T15:01:46.969406,2015-06-03T15:01:46.969423,2107,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg"", ""ebolapeople"": ""Yes""}",27,551,None,226,None,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg,,,
None,2015-06-03T15:02:01.192902,2015-06-03T15:02:01.192935,2108,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""NotClear"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg"", ""ebolapeople"": ""Yes""}",27,552,None,226,None,NotClear,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg,,,
None,2015-06-03T15:02:25.057625,2015-06-03T15:02:25.057658,2109,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974"", ""ebolapeople"": ""Yes""}",27,553,None,226,None,No,Yes,No,Yes,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974,,,
None,2015-06-04T08:55:34.042214,2015-06-04T08:55:34.042247,2180,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg"", ""ebolapeople"": ""Yes""}",27,547,None,236,None,Yes,Yes,Yes,Yes,http://news.bbcimg.co.uk/media/images/78061000/jpg/_78061815_hi023764851-1.jpg,,,
None,2015-06-04T08:55:43.440521,2015-06-04T08:55:43.440555,2181,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg"", ""ebolapeople"": ""Yes""}",27,549,None,236,None,None,No,No,Yes,https://farm6.staticflickr.com/5581/14586200430_a71ff808d4_b.jpg,,,
None,2015-06-04T08:55:59.662882,2015-06-04T08:55:59.662915,2182,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg"", ""ebolapeople"": ""Yes""}",27,550,None,236,None,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2927/14749881476_cf52059486_b.jpg,,,
None,2015-06-04T08:56:12.265436,2015-06-04T08:56:12.265470,2183,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg"", ""ebolapeople"": ""Yes""}",27,551,None,236,None,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PPE_Training_%282%29.jpg/600px-PPE_Training_%282%29.jpg,,,
None,2015-06-04T08:56:26.572705,2015-06-04T08:56:26.572740,2184,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg"", ""ebolapeople"": ""Yes""}",27,552,None,236,None,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg/800px-Preparing_to_enter_Ebola_treatment_unit_%285%29.jpg,,,
None,2015-06-04T08:56:40.846430,2015-06-04T08:56:40.846465,2185,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974"", ""ebolapeople"": ""Yes""}",27,553,None,236,None,Yes,Yes,No,Yes,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/28/101871540-452782386.530x298.jpg?v=1406549974,,,
None,2015-06-04T08:56:53.980175,2015-06-04T08:56:53.980208,2186,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg"", ""ebolapeople"": ""Yes""}",27,554,None,236,None,Yes,Yes,No,Yes,https://farm4.staticflickr.com/3851/14770283734_cb6c34e052_b.jpg,,,
None,2015-06-04T08:57:10.949580,2015-06-04T08:57:10.949598,2187,"{""ebolacleaning"": ""Unknown"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://farm3.staticflickr.com/2940/14772318382_3db8c2f134_b.jpg"", ""ebolapeople"": ""Yes""}",27,555,None,236,None,None,No,Unknown,Yes,https://farm3.staticflickr.com/2940/14772318382_3db8c2f134_b.jpg,,,
None,2015-06-04T08:57:21.621874,2015-06-04T08:57:21.621908,2188,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Donning_PPE-_Put_on_Coverall_CDC08.webm/640px--Donning_PPE-_Put_on_Coverall_CDC08.webm.jpg"", ""ebolapeople"": ""Yes""}",27,556,None,236,None,No,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Donning_PPE-_Put_on_Coverall_CDC08.webm/640px--Donning_PPE-_Put_on_Coverall_CDC08.webm.jpg,,,
None,2015-06-04T08:57:34.889749,2015-06-04T08:57:34.889786,2189,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/CDC_Director_exiting_Ebola_treatment_unit.jpg/800px-CDC_Director_exiting_Ebola_treatment_unit.jpg"", ""ebolapeople"": ""Yes""}",27,557,None,236,None,Yes,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/CDC_Director_exiting_Ebola_treatment_unit.jpg/800px-CDC_Director_exiting_Ebola_treatment_unit.jpg,,,
None,2015-06-04T08:57:44.234340,2015-06-04T08:57:44.234374,2190,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://www.thanhniennews.com/Uploaded/thevinh/2014_09_08/ebola_IHFO.jpg?width=840"", ""ebolapeople"": ""Yes""}",27,558,None,236,None,Yes,Yes,No,Yes,http://www.thanhniennews.com/Uploaded/thevinh/2014_09_08/ebola_IHFO.jpg?width=840,,,
None,2015-06-04T08:57:59.167051,2015-06-04T08:57:59.167071,2191,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""http://l.yimg.com/bt/api/res/1.2/BVS4SapSgk0N8WgZ9Eskaw--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTM3NztweG9mZj01MDtweW9mZj0wO3E9NzU7dz02NzA-/http://media.zenfs.com/en_us/News/Reuters/2014-10-06T105948Z_390313364_GM1EAA61GOW01_RTRMADP_3_HEALTH-EBOLA.JPG"", ""ebolapeople"": ""Yes""}",27,559,None,236,None,No,Yes,No,Yes,http://l.yimg.com/bt/api/res/1.2/BVS4SapSgk0N8WgZ9Eskaw--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTM3NztweG9mZj01MDtweW9mZj0wO3E9NzU7dz02NzA-/http://media.zenfs.com/en_us/News/Reuters/2014-10-06T105948Z_390313364_GM1EAA61GOW01_RTRMADP_3_HEALTH-EBOLA.JPG,,,
None,2015-06-04T08:58:19.892907,2015-06-04T08:58:19.892941,2192,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/30/101880839-liberia-volunteers-ebola.530x298.jpg?v=1406752762"", ""ebolapeople"": ""Yes""}",27,560,None,236,None,Yes,Yes,No,Yes,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2014/07/30/101880839-liberia-volunteers-ebola.530x298.jpg?v=1406752762,,,
None,2015-06-04T08:58:29.450534,2015-06-04T08:58:29.450562,2193,"{""ebolacleaning"": null, ""ebolaanyprotective"": null, ""ebolaallprotective"": null, ""img"": ""http://www.dw.de/image/0,,17895903_303,00.jpg"", ""ebolapeople"": ""No""}",27,561,None,236,None,None,None,None,No,"http://www.dw.de/image/0,,17895903_303,00.jpg",,,
None,2015-06-04T08:58:49.217825,2015-06-04T08:58:49.217845,2194,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://media.msf.org/Doc/MSF/Media/TR1/d/f/b/a/MSB12329.jpg"", ""ebolapeople"": ""Yes""}",27,562,None,236,None,No,Yes,Yes,Yes,https://media.msf.org/Doc/MSF/Media/TR1/d/f/b/a/MSB12329.jpg,,,
None,2015-06-04T08:59:06.973056,2015-06-04T08:59:06.973091,2195,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""http://www.doctorswithoutborders.org/sites/usa/files/styles/article_homepage/https/media.msf.org/Docs/MSF/Media/TR1/5/b/a/a/MSF141581.jpg"", ""ebolapeople"": ""Yes""}",27,563,None,236,None,No,Yes,No,Yes,http://www.doctorswithoutborders.org/sites/usa/files/styles/article_homepage/https/media.msf.org/Docs/MSF/Media/TR1/5/b/a/a/MSF141581.jpg,,,
None,2015-06-04T08:59:21.985362,2015-06-04T08:59:21.985396,2196,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://farm6.staticflickr.com/5588/14772299882_c49c3a0c5d_b.jpg"", ""ebolapeople"": ""Yes""}",27,565,None,236,None,Yes,Yes,Yes,Yes,https://farm6.staticflickr.com/5588/14772299882_c49c3a0c5d_b.jpg,,,
None,2015-06-04T08:59:34.940661,2015-06-04T08:59:34.940693,2197,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://farm3.staticflickr.com/2902/14586163497_fe8a24f7ca_b.jpg"", ""ebolapeople"": ""Yes""}",27,566,None,236,None,No,Yes,Yes,Yes,https://farm3.staticflickr.com/2902/14586163497_fe8a24f7ca_b.jpg,,,
None,2015-06-04T08:59:49.772803,2015-06-04T08:59:49.772823,2198,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/PPE_demonstration.jpg/800px-PPE_demonstration.jpg"", ""ebolapeople"": ""Yes""}",27,567,None,236,None,No,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/PPE_demonstration.jpg/800px-PPE_demonstration.jpg,,,
None,2015-06-04T09:00:11.927880,2015-06-04T09:00:11.927914,2199,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/WHO_in_PPE.jpg/800px-WHO_in_PPE.jpg"", ""ebolapeople"": ""Yes""}",27,568,None,236,None,No,Yes,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/WHO_in_PPE.jpg/800px-WHO_in_PPE.jpg,,,
None,2015-06-04T09:00:18.446904,2015-06-04T09:00:18.446923,2200,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""No"", ""ebolaallprotective"": null, ""img"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/New_Ebola_isolation_ward_in_Nigeria.jpg/450px-New_Ebola_isolation_ward_in_Nigeria.jpg"", ""ebolapeople"": ""Yes""}",27,569,None,236,None,None,No,No,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/New_Ebola_isolation_ward_in_Nigeria.jpg/450px-New_Ebola_isolation_ward_in_Nigeria.jpg,,,
None,2015-06-04T09:00:25.831882,2015-06-04T09:00:25.831916,2201,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""No"", ""img"": ""http://newtelegraphonline.com/wp-content/uploads/2014/08/Nurse-dies-of-Ebola.png"", ""ebolapeople"": ""Yes""}",27,570,None,236,None,No,Yes,No,Yes,http://newtelegraphonline.com/wp-content/uploads/2014/08/Nurse-dies-of-Ebola.png,,,
None,2015-06-04T09:00:38.455023,2015-06-04T09:00:38.455057,2202,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""http://assets.nydailynews.com/polopoly_fs/1.1975129.1413388844!/img/httpImage/image.jpg_gen/derivatives/article_970/liberia-ebola.jpg"", ""ebolapeople"": ""Yes""}",27,571,None,236,None,Yes,Yes,No,Yes,http://assets.nydailynews.com/polopoly_fs/1.1975129.1413388844!/img/httpImage/image.jpg_gen/derivatives/article_970/liberia-ebola.jpg,,,
None,2015-06-04T09:00:46.923803,2015-06-04T09:00:46.923821,2203,"{""ebolacleaning"": ""No"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://farm4.staticflickr.com/3912/14770269674_63a555e566_b.jpg"", ""ebolapeople"": ""Yes""}",27,573,None,236,None,Yes,Yes,No,Yes,https://farm4.staticflickr.com/3912/14770269674_63a555e566_b.jpg,,,
None,2015-06-04T09:00:56.012532,2015-06-04T09:00:56.012567,2204,"{""ebolacleaning"": ""Yes"", ""ebolaanyprotective"": ""Yes"", ""ebolaallprotective"": ""Yes"", ""img"": ""https://farm4.staticflickr.com/3864/14769458221_d947c0db80_b.jpg"", ""ebolapeople"": ""Yes""}",27,574,None,236,None,Yes,Yes,Yes,Yes,https://farm4.staticflickr.com/3864/14769458221_d947c0db80_b.jpg,,,
